Name,Birth/death dates,File name,Category,Field
Pedro da Fonseca (philosopher),1528–1599,Pedro_da_Fonseca_(philosopher).txt,Latin commentators on Aristotle,
Pelagius,c. 360 – c. 435,Pelagius.txt,Founders of religions,
Percy Williams Bridgman,1882–1961,Percy_Williams_Bridgman.txt,Harvard University alumni,
Petar II Petrović-Njegoš,1813–1851,Petar_II_Petrović-Njegoš.txt,19th-century male writers,
Peter Abelard,1079–1142,Peter_Abelard.txt,Philosophers of language,Philosophers of language
Peter Annet,1693–1769,Peter_Annet.txt,English male non-fiction writers,
Peter Aureol,c. 1280–1322,Peter_Aureol.txt,Scholastic philosophers,
Peter Browne (theologian),1666–1735,Peter_Browne_(theologian).txt,Alumni of Trinity College Dublin,
Peter Damian,c. 1007–1072,Peter_Damian.txt,Doctors of the Church,
Peter Geach,1919–2013,Peter_Geach.txt,Metaphysicians,Philosophers of mind
Peter Kropotkin,1842–1921,Peter_Kropotkin.txt,Epistemologists,Philosophers of science
Peter Lavrovitch Lavrov,1823–1900,Peter_Lavrovitch_Lavrov.txt,Russian revolutionaries,Philosophers of the Russian Empire
Peter Lombard,c. 1100 – 1160,Peter_Lombard.txt,Scholastic philosophers,
Peter Olivi,1248–1298,Peter_Olivi.txt,Scholastic philosophers,
Peter Singer,born 1946,Peter_Singer.txt,Epistemologists,Philosophers of mind
Peter Sloterdijk,born 1947,Peter_Sloterdijk.txt,Continental philosophers,Philosophers of social science
Peter Thielst,born 1951,Peter_Thielst.txt,Danish philosophers,
Peter Tudvad,born 1966,Peter_Tudvad.txt,Social critics,
Peter Unger,born 1942,Peter_Unger.txt,Epistemologists,Philosophers of mind
Peter Wessel Zapffe,1899–1990,Peter_Wessel_Zapffe.txt,Metaphysicians,Philosophers of pessimism
Peter Winch,1926–1997,Peter_Winch.txt,Analytic philosophers,Philosophers of religion
Peter of Auvergne,13th century,Peter_of_Auvergne.txt,Scholastic philosophers,
Peter of Spain (author),13th century; usually identified with [[Pope John XXI]],Peter_of_Spain_(author).txt,Scholastic philosophers,
Peter van Inwagen,born 1942,Peter_van_Inwagen.txt,Metaphysicians,Philosophers of religion
Petrarch,1304–1374,Petrarch.txt,14th-century Latin writers,
Petrus Ramus,1515–1572,Petrus_Ramus.txt,French philosophers,
Philip the Chancellor,1160–1236,Philip_the_Chancellor.txt,13th-century Latin writers,
Philipp Melanchthon,1497–1560,Philipp_Melanchthon.txt,German male non-fiction writers,
Philippa Foot,1920–2010,Philippa_Foot.txt,Moral philosophers,Philosophers of ethics and morality
Philippe Lacoue-Labarthe,1940–2007,Philippe_Lacoue-Labarthe.txt,Continental philosophers,
Philo,20&nbsp;BC–40&nbsp;AD,Philo.txt,Epistemologists,Philosophers of mind
Philo of Larissa,1st century&nbsp;BC,Philo_of_Larissa.txt,Academic philosophers,
Philo of Megara,300&nbsp;BC c.,Philo_of_Megara.txt,4th-century BC philosophers,
Philo the Dialectician,c. 300&nbsp;BC,Philo_the_Dialectician.txt,4th-century BC philosophers,
Philodemus,1st century&nbsp;BC,Philodemus.txt,Classical humanists,
Philolaus,c. 480 – c. 405&nbsp;BC,Philolaus.txt,5th-century BC philosophers,
Piero Martinetti,1872–1943,Piero_Martinetti.txt,Leipzig University alumni,
Pierre Bayle,1647–1706,Pierre_Bayle.txt,Enlightenment philosophers,
Pierre Bourdieu,1930–2002,Pierre_Bourdieu.txt,Epistemologists,Philosophers of mind
Pierre Charron,1541–1603,Pierre_Charron.txt,Catholic philosophers,
Pierre Daniel Huet,1630–1721,Pierre_Daniel_Huet.txt,Members of the Académie Française,
Pierre Duhem,1861–1916,Pierre_Duhem.txt,Philosophers of science,Philosophers of science
Pierre Gassendi,1592–1655,Pierre_Gassendi.txt,Writers about religion and science,
Pierre Jean George Cabanis,1757–1808,Pierre_Jean_George_Cabanis.txt,Members of the Académie Française,
Pierre Laffitte,1823–1903,Pierre_Laffitte.txt,Collège de France faculty,
Pierre Laromiguière,1756–1837,Pierre_Laromiguière.txt,French male non-fiction writers,
Pierre Leroux,1798–1871,Pierre_Leroux.txt,French male writers,
Pierre Louis Maupertuis,1698–1759,Pierre_Louis_Maupertuis.txt,French male non-fiction writers,
Pierre Nicole,1625–1695,Pierre_Nicole.txt,French male non-fiction writers,
Pierre Paul Royer-Collard,1763–1845,Pierre_Paul_Royer-Collard.txt,University of Paris faculty,
Pierre Teilhard de Chardin,1881–1955,Pierre_Teilhard_de_Chardin.txt,Metaphysicians,Philosophers of science
Pierre d'Ailly,1350–1420,Pierre_d'Ailly.txt,University of Paris faculty,
Pierre-Joseph Proudhon,1809–1865,Pierre-Joseph_Proudhon.txt,Philosophers of culture,Philosophers of culture
Pierre-Simon Laplace,1749–1827,Pierre-Simon_Laplace.txt,Fellows of the American Academy of Arts and Sciences,
Pierre-Sylvain Regis,1632–1707,Pierre-Sylvain_Regis.txt,French male non-fiction writers,
Pietro Pomponazzi,1462–1525,Pietro_Pomponazzi.txt,Catholic philosophers,
Pietro Ubaldi,1886–1972,Pietro_Ubaldi.txt,Christian philosophers,
Placide Tempels,1906–1977,Placide_Tempels.txt,Philosophy writers,
Plato,c. 427 – c. 347&nbsp;BC,Plato.txt,Epistemologists,Philosophers of mind
Plotinus,died 270,Plotinus.txt,Epistemologists,Philosophers of mind
Plutarch,c. 45 – c. 120,Plutarch.txt,Year of birth unknown,
Pope Gregory I,540–604,Pope_Gregory_I.txt,Anglican saints,
Pope Silvester II,c. 950–1003,Pope_Silvester_II.txt,Catholic clergy scientists,
Porphyry (philosopher),c. 232 – c. 304,Porphyry_(philosopher).txt,Neoplatonists,
Posidonius,c. 135 – 51&nbsp;BC,Posidonius.txt,Ancient Greek mathematicians,
Prabhat Rainjan Sarkar,1921–1990,Prabhat_Rainjan_Sarkar.txt,1990 deaths,
Proclus,412–487,Proclus.txt,Ontologists,Philosophers of mathematics
Prodicus,c. 450 – 399&nbsp;BC,Prodicus.txt,Atheist philosophers,
Profiat Duran,c. 1349–c. 1414,Profiat_Duran.txt,Philosophers of Judaism,Philosophers of Judaism
Protagoras,c. 481 – 420&nbsp;BC,Protagoras.txt,Epistemologists,Philosophers of mind
Pseudo-Dionysius the Areopagite,5th century,Pseudo-Dionysius_the_Areopagite.txt,Catholic philosophers,
Ptolemy,c. 85 – c. 165,Ptolemy.txt,Ancient Greek mathematicians,
Pyotr Chaadaev,1794–1856,Pyotr_Chaadaev.txt,Russian philosophers,
Pyrrho,c. 360 – c. 270,Pyrrho.txt,Epistemologists,
Pythagoras,582 – 496&nbsp;BC,Pythagoras.txt,Epistemologists,Philosophers of mind
R. G. Collingwood,1889–1943,R._G._Collingwood.txt,Philosophers of history,Philosophers of history
R. M. Hare,1919–2002,R._M._Hare.txt,Moral philosophers,Philosophers of ethics and morality
R.R. Rockingham Gill,born 1944,R.R._Rockingham_Gill.txt,"South African philosophers|Rockingham Gill, R.R.",
Rabindranath Tagore,1861–1941,Rabindranath_Tagore.txt,Knights Bachelor,
Radovan Richta,1924–1983,Radovan_Richta.txt,1924 births,
Radulphus Brito,c. 1270–c. 1320,Radulphus_Brito.txt,Scholastic philosophers,
Rafael Gambra Ciudad,1920–2004,Rafael_Gambra_Ciudad.txt,20th-century essayists,
Raimo Tuomela,1940–2020,Raimo_Tuomela.txt,Philosophers of science,Philosophers of science
Ralph Barton Perry,1876–1957,Ralph_Barton_Perry.txt,20th-century American philosophers,
Ralph Cudworth,1617–1688,Ralph_Cudworth.txt,Fellows of the Royal Society,
Ralph Waldo Emerson,1803–1882,Ralph_Waldo_Emerson.txt,Philosophers of mind,Philosophers of mind
Ram Gopal Varma,born 1989,Ram_Gopal_Varma.txt,Telugu people,
Ramakrishna,1836–1886,Ramakrishna.txt,Indian Hindu spiritual teachers,
Ramanuja,1017–1137,Ramanuja.txt,Indian Hindu spiritual teachers,
Ramon Llull,1235–1315,Ramon_Llull.txt,Catholic philosophers,
Raya Dunayevskaya,1910–1987,Raya_Dunayevskaya.txt,20th-century American philosophers,
Raymond Smullyan,1919–2017,Raymond_Smullyan.txt,20th-century American philosophers,
Raymond Williams,1921–1988,Raymond_Williams.txt,Philosophers of culture,Philosophers of culture
Raúl Scalabrini Ortiz,1898–1959,Raúl_Scalabrini_Ortiz.txt,20th-century essayists,
Reinhold Niebuhr,1892–1971,Reinhold_Niebuhr.txt,Pragmatists,
René Descartes,1596–1650,René_Descartes.txt,Epistemologists,Philosophers of mind
René Le Senne,1882–1954,René_Le_Senne.txt,École Normale Supérieure alumni,
Richard Avenarius,1843–1896,Richard_Avenarius.txt,19th-century philosophers,
Richard B. Brandt,1910–1997,Richard_B._Brandt.txt,Philosophers of mind,Philosophers of mind
Richard Bentley,1662–1742,Richard_Bentley.txt,Fellows of the Royal Society,
Richard Brinkley,fl. 1350–1373,Richard_Brinkley.txt,English philosophers,
Richard Burthogge,1638–1704,Richard_Burthogge.txt,English philosophers,
Richard C. Jeffrey,1926–2002,Richard_C._Jeffrey.txt,Epistemologists,Philosophers of science
Richard Cumberland (philosopher),1631?–1718,Richard_Cumberland_(philosopher).txt,Anglican philosophers,
Richard Dedekind,1831–1916,Richard_Dedekind.txt,Philosophers of mathematics,Philosophers of mathematics
Richard FitzRalph,c. 1300–1360,Richard_FitzRalph.txt,Scholastic philosophers,
Richard Fumerton,born 1949,Richard_Fumerton.txt,Epistemologists,
Richard Hooker (theologian),1554–1600,Richard_Hooker_(theologian).txt,Anglican saints,
Richard Hönigswald,1875–1947,Richard_Hönigswald.txt,Epistemologists,Philosophers of language
Richard Kilvington,1302–1361,Richard_Kilvington.txt,Scholastic philosophers,
Richard Montague,1930–1971,Richard_Montague.txt,20th-century American philosophers,Philosophers of language
Richard Overton (pamphleteer),died c. 1665,Richard_Overton_(pamphleteer).txt,Year of birth uncertain,
Richard Posner,born 1939,Richard_Posner.txt,Jewish philosophers,Philosophers of law
Richard Price,1723–1791,Richard_Price.txt,Moral philosophers,
Richard Rorty,1931–2007,Richard_Rorty.txt,Epistemologists,Philosophers of mind
Richard Rufus of Cornwall,1231–1259,Richard_Rufus_of_Cornwall.txt,Scholastic philosophers,
Richard Schacht,born 1941,Richard_Schacht.txt,Epistemologists,Philosophers of culture
Richard Stanley Peters,1919–2011,Richard_Stanley_Peters.txt,Philosophers of education,Philosophers of education
Richard Swinburne,born 1934,Richard_Swinburne.txt,Philosophers of science,Philosophers of science
Richard Sylvan,1935–1996,Richard_Sylvan.txt,Princeton University alumni,
Richard Taylor (philosopher),1919–2003,Richard_Taylor_(philosopher).txt,Metaphysicians,
Richard Wollheim,1923–2003,Richard_Wollheim.txt,Epistemologists,Philosophers of mind
Richard of Middleton,c. 1249–1306,Richard_of_Middleton.txt,Scholastic philosophers,
Richard of St. Victor,died 1173,Richard_of_St._Victor.txt,Catholic philosophers,
Richard-Bevan Braithwaite,1900–1990,Richard-Bevan_Braithwaite.txt,Moral philosophers,Philosophers of science
Robert Alyngton,died 1398,Robert_Alyngton.txt,English philosophers,
Robert Bellarmine,1542–1621,Robert_Bellarmine.txt,Doctors of the Church,
Robert Boyle,1627–1691,Robert_Boyle.txt,Philosophers of science,Philosophers of science
Robert Desgabets,1610–1678,Robert_Desgabets.txt,Catholic philosophers,
Robert Filmer,1588–1653,Robert_Filmer.txt,English male non-fiction writers,
Robert Fludd,1574–1637,Robert_Fludd.txt,Mystics,
Robert Grosseteste,1175–1253,Robert_Grosseteste.txt,Philosophers of science,Philosophers of science
Robert Holcot,1290–1349,Robert_Holcot.txt,Scholastic philosophers,
Robert J. Fogelin,1932–2016,Robert_J._Fogelin.txt,,
Robert Joseph Pothier,1699–1772,Robert_Joseph_Pothier.txt,1772 deaths,
Robert Kilwardby,1215–1279,Robert_Kilwardby.txt,Philosophers of science,Philosophers of science
Robert Merrihew Adams,born 1937,Robert_Merrihew_Adams.txt,Epistemologists,Philosophers of ethics and morality
Robert Nozick,1938–2001,Robert_Nozick.txt,Epistemologists,Philosophers of mind
Robert Stalnaker,born 1940,Robert_Stalnaker.txt,Metaphysicians,Philosophers of language
Roberto Ardigò,1828–1920,Roberto_Ardigò.txt,University of Padua faculty,
Roderick Chisholm,1916–1999,Roderick_Chisholm.txt,Epistemologists,Philosophers of mind
Rodolphus Agricola,1443–1485,Rodolphus_Agricola.txt,15th-century Latin writers,
Roger Bacon,1214–1294,Roger_Bacon.txt,Epistemologists,Philosophers of mind
Roger Marston,1235–1303,Roger_Marston.txt,Year of birth unknown,
Roger Scruton,1944–2020,Roger_Scruton.txt,Analytic philosophers,Philosophers of art
Roland Barthes,1915–1980,Roland_Barthes.txt,Epistemologists,Philosophers of culture
Roman Ingarden,1893–1970,Roman_Ingarden.txt,Epistemologists,Philosophers of culture
Ronald Dworkin,1931–2013,Ronald_Dworkin.txt,20th-century American philosophers,Philosophers of law
Ronald Fisher,1890–1962,Ronald_Fisher.txt,Fellows of the Royal Society,
Rosa Luxemburg,1871–1919,Rosa_Luxemburg.txt,Jewish philosophers,
Roscelin of Compiègne,c. 1050–c. 1120,Roscelin_of_Compiègne.txt,Philosophers of language,Philosophers of language
Roscoe Pound,1870–1964,Roscoe_Pound.txt,Corresponding Fellows of the British Academy,
Roy Wood Sellars,1880–1973,Roy_Wood_Sellars.txt,20th-century American philosophers,
Ruan Ji,210–263,Ruan_Ji.txt,Guqin players,
Rudi Supek,1913–1993,Rudi_Supek.txt,French male writers,
Rudjer Boscovich,1711–1787,Rudjer_Boscovich.txt,Fellows of the Royal Society,
Rudolf Bultmann,1884–1976,Rudolf_Bultmann.txt,German male non-fiction writers,
Rudolf Carnap,1891–1970,Rudolf_Carnap.txt,Epistemologists,Philosophers of science
Rudolf Christoph Eucken,1846–1926,Rudolf_Christoph_Eucken.txt,Moral philosophers,
Rudolf Otto,1869–1937,Rudolf_Otto.txt,Philosophers of religion,Philosophers of religion
Rudolf Steiner,1861–1925,Rudolf_Steiner.txt,Philosophers of education,Philosophers of education
Rudolf von Jhering,1818–1892,Rudolf_von_Jhering.txt,Humboldt University of Berlin alumni,
Rudolph Goclenius,1547–1628,Rudolph_Goclenius.txt,German male non-fiction writers,
Ruth Barcan Marcus,1921–2012,Ruth_Barcan_Marcus.txt,Philosophers of science,Philosophers of science
Ruth Millikan,born 1933,Ruth_Millikan.txt,Philosophers of mind,Philosophers of mind
Réginald Garrigou-Lagrange,1887–1964,Réginald_Garrigou-Lagrange.txt,Catholic philosophers,
Régis Debray,born 1940,Régis_Debray.txt,French male writers,
Saadia Gaon,892–942,Saadia_Gaon.txt,Philosophers of Judaism,Philosophers of Judaism
Sakya Pandita,1182–1251,Sakya_Pandita.txt,Creators of writing systems,
Salomon Maimon,1753–1800,Salomon_Maimon.txt,Epistemologists,Philosophers of mind
Samuel Alexander,1859–1938,Samuel_Alexander.txt,Epistemologists,Philosophers of mind
Samuel Bold,1649–1737,Samuel_Bold.txt,18th-century English Anglican priests,
Samuel Butler (1835–1902),1835–1902,Samuel_Butler_(1835–1902).txt,English male novelists,
Samuel Clarke,1675–1729,Samuel_Clarke.txt,Enlightenment philosophers,
Samuel Johnson,1709–1784,Samuel_Johnson.txt,Anglican saints,
Samuel Johnson (Columbia),1696–1772,Samuel_Johnson_(Columbia).txt,Anglican saints,
Samuel Johnson (pamphleteer),1649–1703,Samuel_Johnson_(pamphleteer).txt,"Alumni of Trinity College, Cambridge",
Samuel Pufendorf,1632–1694,Samuel_Pufendorf.txt,Philosophers of culture,Philosophers of culture
Samuel Taylor Coleridge,1772–1834,Samuel_Taylor_Coleridge.txt,Philosophers of culture,Philosophers of culture
Samuel ibn Tibbon,c. 1165 – 1232,Samuel_ibn_Tibbon.txt,Philosophers of Judaism,Philosophers of Judaism
Sandra Harding,born 1935,Sandra_Harding.txt,Epistemologists,Philosophers of science
Sarvepalli Radhakrishnan,1888–1975,Sarvepalli_Radhakrishnan.txt,Recipients of the Pour le Mérite (civil class),
Saul Kripke,born 1940,Saul_Kripke.txt,Epistemologists,Philosophers of mind
Scott Soames,born 1946,Scott_Soames.txt,Analytic philosophers,Philosophers of language
Sebastian Franck,1499–1542,Sebastian_Franck.txt,Heidelberg University alumni,
Seiichi Hatano,1877–1950,Seiichi_Hatano.txt,Philosophers of religion,Philosophers of religion
Semën Liudvigovich Frank,1877–1950,Semën_Liudvigovich_Frank.txt,Jewish philosophers,
Seneca the Younger,c. 4 BC–AD 65,Seneca_the_Younger.txt,Philosophers of mind,Philosophers of mind
Sengzhao,384–414,Sengzhao.txt,Chinese scholars of Buddhism,
Sergei Bulgakov,1871–1944,Sergei_Bulgakov.txt,Systematic theologians,Philosophers of the Russian Empire
Sergey Nechayev,1847–1882,Sergey_Nechayev.txt,Russian revolutionaries,
Sergio Bagú,1911–2002,Sergio_Bagú.txt,20th-century historians,
Sextus Empiricus,2nd/3rd century,Sextus_Empiricus.txt,Ancient Greek epistemologists,
Shadworth Hodgson,1832–1912,Shadworth_Hodgson.txt,Metaphysicians,
Shah Wali Allah,1703–1762,Shah_Wali_Allah.txt,Islamic philosophers,
Shahab al-Din Yahya ibn Habash Suhrawardi,1154–1191,Shahab_al-Din_Yahya_ibn_Habash_Suhrawardi.txt,Executed philosophers,
Shang Yang,died 338 BC,Shang_Yang.txt,Social philosophers,Philosophers of law
Shantideva,8th century,Shantideva.txt,Year of death unknown,
Shao Yung,1011–1077,Shao_Yung.txt,Chinese Confucianists,
Shen Buhai,died 337 BC,Shen_Buhai.txt,Year of birth unknown,
Shen Dao,c. 350 – 275 BC,Shen_Dao.txt,Zhou dynasty philosophers,
Shinran,1173–1261,Shinran.txt,Founders of Buddhist sects,
Shri Madhvacharya,1238–1317,Shri_Madhvacharya.txt,Year of death unknown,
Shriharsha,12th c.,Shriharsha.txt,Sanskrit poets,
Sidney Hook,1902–1989,Sidney_Hook.txt,20th-century American philosophers,Philosophers of history
Sigerus of Brabant,1240–1284,Sigerus_of_Brabant.txt,Scholastic philosophers,
Sigmund Freud,1856–1939,Sigmund_Freud.txt,Critics of religions,
Simeon Duran,1361–1444,Simeon_Duran.txt,15th-century rabbis,
Simon Blackburn,born 1944,Simon_Blackburn.txt,Moral philosophers,
Simon Foucher,1644–1696,Simon_Foucher.txt,French male non-fiction writers,
Simon of Faversham,c. 1260–1306,Simon_of_Faversham.txt,English philosophers,
Simone Weil,1909–1943,Simone_Weil.txt,Moral philosophers,Philosophers of science
Simone de Beauvoir,1908–1986,Simone_de_Beauvoir.txt,Epistemologists,Philosophers of culture
Simplicius of Cilicia,early 6th century,Simplicius_of_Cilicia.txt,Neoplatonists,
"Sir William Hamilton, 9th Baronet",1788–1856,"Sir_William_Hamilton,_9th_Baronet.txt",Metaphysicians,
Slavoj Žižek,born 1949,Slavoj_Žižek.txt,Epistemologists,Philosophers of mind
Socrates,470–399 BC,Socrates.txt,Epistemologists,Philosophers of mind
Solomon Ibn Gabirol,1021–1058,Solomon_Ibn_Gabirol.txt,Jewish philosophers,Philosophers of Judaism
Sophie de Condorcet,1764–1822,Sophie_de_Condorcet.txt,Burials at Père Lachaise Cemetery,
Speusippus,410–339 BC,Speusippus.txt,4th-century BC philosophers,
Sri Aurobindo,1872–1950,Sri_Aurobindo.txt,20th-century Indian philosophers,
Stanislaw Lesniewski,1886–1939,Stanislaw_Lesniewski.txt,,
Stanislaw Staszic,1755–1826,Stanislaw_Staszic.txt,,
Stanisław Ignacy Witkiewicz,1885–1939,Stanisław_Ignacy_Witkiewicz.txt,1885 births,
Stanley Cavell,1926–2018,Stanley_Cavell.txt,Analytic philosophers,Philosophers of language
Stephen Stich,born 1944,Stephen_Stich.txt,Epistemologists,Philosophers of mind
Stilpo,c. 360 – c. 280 BC,Stilpo.txt,4th-century BC philosophers,
Strato of Lampsacus,c. 340 – c. 268 BC,Strato_of_Lampsacus.txt,Atheist philosophers,
Stuart Hampshire,1914–2004,Stuart_Hampshire.txt,Epistemologists,Philosophers of mind
Sun Tzu,c. 5th century BC,Sun_Tzu.txt,Philosophers of culture,Philosophers of culture
Sun Yat-sen,1866–1925,Sun_Yat-sen.txt,Chinese political philosophers,
Susan Haack,born 1945,Susan_Haack.txt,Epistemologists,Philosophers of mind
Susan Mendus,born 1951,Susan_Mendus.txt,Fellows of the British Academy,
Susanne Langer,1895–1985,Susanne_Langer.txt,Philosophers of mind,Philosophers of mind
Svetozar Marković,1846–1875,Svetozar_Marković.txt,1846 births,
Swami Vivekananda,1863–1902,Swami_Vivekananda.txt,Ascetics,
Sydney Shoemaker,born 1931,Sydney_Shoemaker.txt,Epistemologists,Philosophers of mind
Syed Zafarul Hasan,1885–1949,Syed_Zafarul_Hasan.txt,Metaphysicians,Philosophers of religion
Syrianus,5th century,Syrianus.txt,Neoplatonists,
Søren Kierkegaard,1813–1855,Søren_Kierkegaard.txt,Epistemologists,Philosophers of mind
T'an Ssu-t'ung,1864–1898,T'an_Ssu-t'ung.txt,1898 deaths,
T. M. Scanlon,born 1940,T._M._Scanlon.txt,Moral philosophers,Philosophers of ethics and morality
T. S. Eliot,1888–1965,T._S._Eliot.txt,Social critics,
Tadeusz Kotarbiński,1886–1981,Tadeusz_Kotarbiński.txt,Analytic philosophers,
Tai Chen,1724–1777,Tai_Chen.txt,Chinese Confucianists,
Tanabe Hajime,1885–1962,Tanabe_Hajime.txt,Ontologists,Philosophers of science
Terence Irwin,born 1947,Terence_Irwin.txt,Fellows of the British Academy,
Teresa of Avila,1515–1582,Teresa_of_Avila.txt,Catholic philosophers,
Tertullian,c. 160 – c. 220,Tertullian.txt,Christian apologists,
Thales,c. 635 – 543 BC,Thales.txt,Epistemologists,Philosophers of mind
Themistius,317–387,Themistius.txt,Roman-era philosophers,
Theodor Adorno,1903–1969,Theodor_Adorno.txt,Epistemologists,Philosophers of mind
Theodor Lipps,1851–1914,Theodor_Lipps.txt,Philosophers of mind,Philosophers of mind
Theodore Parker,1810–1860,Theodore_Parker.txt,American people of English descent,
Theodorus of Cyrene,c. 465 – 398 BC,Theodorus_of_Cyrene.txt,Ancient Greek mathematicians,
Theophrastus,372–287 BC,Theophrastus.txt,Epistemologists,Philosophers of mind
Thierry of Chartres,fl. c. 1130–1150,Thierry_of_Chartres.txt,Scholastic philosophers,
Thom Brooks,born 1973,Thom_Brooks.txt,Moral philosophers,Philosophers of law
Thomas Aquinas,1225–1274,Thomas_Aquinas.txt,Metaphysicians,Philosophers of law
Thomas Bradwardine,c. 1290–1349,Thomas_Bradwardine.txt,Catholic philosophers,
Thomas Brown (philosopher),1778–1820,Thomas_Brown_(philosopher).txt,Metaphysicians,Philosophers of mind
Thomas Cajetan,1469–1534,Thomas_Cajetan.txt,Catholic philosophers,
Thomas Carlyle,1795–1881,Thomas_Carlyle.txt,Fellows of the American Academy of Arts and Sciences,
Thomas Chubb,1679–1747,Thomas_Chubb.txt,Deist philosophers,
Thomas Henry Huxley,1825–1895,Thomas_Henry_Huxley.txt,Fellows of the Royal Society,
Thomas Hill Green,1836–1882,Thomas_Hill_Green.txt,Epistemologists,Philosophers of culture
Thomas Hobbes,1588–1679,Thomas_Hobbes.txt,Epistemologists,Philosophers of mind
Thomas Jefferson,1743–1826,Thomas_Jefferson.txt,Fellows of the American Academy of Arts and Sciences,
Thomas Malthus,1766–1834,Thomas_Malthus.txt,Fellows of the Royal Society,
Thomas More,1478–1535,Thomas_More.txt,Catholic philosophers,
Thomas Morgan (deist),died 1743,Thomas_Morgan_(deist).txt,18th-century philosophers,
Thomas Nagel,born 1937,Thomas_Nagel.txt,Philosophers of mind,Philosophers of mind
Thomas Paine,1737–1809,Thomas_Paine.txt,Philosophers of culture,Philosophers of culture
Thomas Percival,1740–1804,Thomas_Percival.txt,Fellows of the American Academy of Arts and Sciences,
Thomas Reid,1710–1796,Thomas_Reid.txt,Enlightenment philosophers,
Thomas Samuel Kuhn,1922–1996,Thomas_Samuel_Kuhn.txt,Philosophers of science,Philosophers of science
Thomas Spencer Baynes,1823–1887,Thomas_Spencer_Baynes.txt,Alumni of the University of Edinburgh,
Thomas White (philosopher),1593–1676,Thomas_White_(philosopher).txt,English philosophers,
Thomas of Erfurt,14th century,Thomas_of_Erfurt.txt,Philosophers of language,Philosophers of language
Thomas of York (Franciscan),13th century,Thomas_of_York_(Franciscan).txt,English philosophers,
Thomas à Kempis,1380–1471,Thomas_à_Kempis.txt,German male non-fiction writers,
Thome H. Fang,1899–1976,Thome_H._Fang.txt,20th-century essayists,
Thoralf Skolem,1887–1963,Thoralf_Skolem.txt,Set theorists,
Thrasymachus,5th century BC,Thrasymachus.txt,5th-century BC Greek people,
Thucydides,c. 460 – c. 400 BC,Thucydides.txt,5th-century BC Athenians,
Théodore Simon Jouffroy,1796–1842,Théodore_Simon_Jouffroy.txt,French male non-fiction writers,
Timaeus of Locri,5th century BC,Timaeus_of_Locri.txt,Year of birth unknown,
Timon (philosopher),c. 300 BC,Timon_(philosopher).txt,Ancient Greek epistemologists,
Timothy L.S. Sprigge,1932–2007,Timothy_L.S._Sprigge.txt,Philosophers of mind,Philosophers of mind
Timothy Williamson,born 1955,Timothy_Williamson.txt,Epistemologists,Philosophers of mind
Toju Nakae,1608–1648,Toju_Nakae.txt,Japanese writers of the Edo period,
Tominaga Nakamoto,1715–1746,Tominaga_Nakamoto.txt,1715 births,
Tommaso Campanella,1568–1639,Tommaso_Campanella.txt,Critics of atheism,
Tomáš Masaryk,1850–1937,Tomáš_Masaryk.txt,Philosophy academics,
Tyler Burge,born 1946,Tyler_Burge.txt,Epistemologists,Philosophers of mind
Tzvetan Todorov,1939–2017,Tzvetan_Todorov.txt,20th-century French philosophers,
Udayana,11th century,Udayana.txt,Philosophers of religion,Philosophers of religion
Uddyotakara,6th century,Uddyotakara.txt,,
Uisang,625–702,Uisang.txt,Korean scholars of Buddhism,
Ulrich of Strasbourg,1220–1277,Ulrich_of_Strasbourg.txt,Scholastic philosophers,
Umberto Eco,1932–2016,Umberto_Eco.txt,Philosophers of mind,Philosophers of mind
Uppaluri Gopala Krishnamurti,1918–2007,Uppaluri_Gopala_Krishnamurti.txt,20th-century Indian philosophers,
Urbanus Rhegius,1489–1541,Urbanus_Rhegius.txt,German male non-fiction writers,
Uriel da Costa,1585–1640,Uriel_da_Costa.txt,Philosophers of religion,Philosophers of religion
Valentin Feldman,1909–1942,Valentin_Feldman.txt,Jewish philosophers,Philosophers of art
Valentin Ferdinandovich Asmus,1894–1975,Valentin_Ferdinandovich_Asmus.txt,Russian philosophers,
Valentin Voloshinov,1895–1936,Valentin_Voloshinov.txt,Marxist theorists,
Valentinius,c. 100 – c. 153,Valentinius.txt,Year of birth uncertain,
Valentino Annibale Pastore,1868–1956,Valentino_Annibale_Pastore.txt,Philosophers of science,Philosophers of science
Vallabhacharya,1479–1531,Vallabhacharya.txt,Indian Hindu spiritual teachers,
Vasily Rozanov,1856–1919,Vasily_Rozanov.txt,Christian philosophers,
Vasubandhu,4th century,Vasubandhu.txt,Atheist philosophers,
Vatsyayana,5th century,Vatsyayana.txt,Philosophers of love,Philosophers of love
Victor Cousin,1792–1867,Victor_Cousin.txt,French male non-fiction writers,
Victor Serge,1890–1947,Victor_Serge.txt,Libertarian socialists,
"Victoria, Lady Welby",1837–1912,"Victoria,_Lady_Welby.txt",Epistemologists,Philosophers of mind
Vilfredo Pareto,1848–1923,Vilfredo_Pareto.txt,20th-century Italian philosophers,
Vincent Descombes,born 1943,Vincent_Descombes.txt,French male non-fiction writers,
Vincenzo Gioberti,1801–1852,Vincenzo_Gioberti.txt,Catholic philosophers,
Virgil Aldrich,1903–1998,Virgil_Aldrich.txt,20th-century American philosophers,Philosophers of language
Virginia Held,born 1929,Virginia_Held.txt,20th-century American philosophers,
Vissarion Belinsky,1811–1848,Vissarion_Belinsky.txt,19th-century deaths from tuberculosis,
